Grid Name,"Min Latitude, Min Longitude","Max Latitude, Max Longitude"
TJBCAA,"(37.300480769230774, 126.92307692307693)","(37.31730769230769, 126.94230769230771)"
TJBCBC,"(37.28365384615385, 126.96153846153847)","(37.300480769230774, 126.98076923076923)"
TJBCBD,"(37.28365384615385, 126.98076923076923)","(37.300480769230774, 127.0)"
TJBABC,"(37.35096153846154, 126.96153846153847)","(37.36778846153847, 126.98076923076923)"
TJBABA,"(37.36778846153847, 126.96153846153847)","(37.38461538461539, 126.98076923076923)"
TJBBAD,"(37.35096153846154, 127.01923076923077)","(37.36778846153847, 127.03846153846155)"
TJBBAB,"(37.36778846153847, 127.01923076923077)","(37.38461538461539, 127.03846153846155)"
TKCCCB,"(37.13221153846153, 127.09615384615384)","(37.14903846153846, 127.11538461538461)"
TKCCAD,"(37.14903846153846, 127.09615384615384)","(37.16586538461539, 127.11538461538461)"
TKCAAC,"(37.21634615384615, 127.07692307692308)","(37.23317307692308, 127.09615384615384)"
TKCAAA,"(37.23317307692308, 127.07692307692308)","(37.25, 127.09615384615384)"
TKCADC,"(37.18269230769231, 127.11538461538461)","(37.199519230769226, 127.13461538461539)"
TKCADD,"(37.18269230769231, 127.13461538461539)","(37.199519230769226, 127.15384615384616)"
TKCABC,"(37.21634615384615, 127.11538461538461)","(37.23317307692308, 127.13461538461539)"
TKCABA,"(37.23317307692308, 127.11538461538461)","(37.25, 127.13461538461539)"
TKCDDC,"(37.11538461538461, 127.1923076923077)","(37.13221153846153, 127.21153846153845)"
TKCDBD,"(37.14903846153846, 127.21153846153845)","(37.16586538461539, 127.23076923076923)"
TKCDBB,"(37.16586538461539, 127.21153846153845)","(37.18269230769231, 127.23076923076923)"
TKCBCC,"(37.18269230769231, 127.15384615384616)","(37.199519230769226, 127.17307692307693)"
TKCBDA,"(37.199519230769226, 127.1923076923077)","(37.21634615384615, 127.21153846153845)"
TKCBDD,"(37.18269230769231, 127.21153846153845)","(37.199519230769226, 127.23076923076923)"
TKCBDB,"(37.199519230769226, 127.21153846153845)","(37.21634615384615, 127.23076923076923)"
TKACCC,"(37.25, 127.07692307692308)","(37.26682692307692, 127.09615384615384)"
TKACCA,"(37.26682692307692, 127.07692307692308)","(37.28365384615385, 127.09615384615384)"
TKACAC,"(37.28365384615385, 127.07692307692308)","(37.300480769230774, 127.09615384615384)"
TKACAA,"(37.300480769230774, 127.07692307692308)","(37.31730769230769, 127.09615384615384)"
TKACDC,"(37.25, 127.11538461538461)","(37.26682692307692, 127.13461538461539)"
TKACDA,"(37.26682692307692, 127.11538461538461)","(37.28365384615385, 127.13461538461539)"
TKACDD,"(37.25, 127.13461538461539)","(37.26682692307692, 127.15384615384616)"
TKACBA,"(37.300480769230774, 127.11538461538461)","(37.31730769230769, 127.13461538461539)"
TKACBB,"(37.300480769230774, 127.13461538461539)","(37.31730769230769, 127.15384615384616)"
TKAACC,"(37.31730769230769, 127.07692307692308)","(37.33413461538461, 127.09615384615384)"
TKAACA,"(37.33413461538461, 127.07692307692308)","(37.35096153846154, 127.09615384615384)"
TKAAAC,"(37.35096153846154, 127.07692307692308)","(37.36778846153847, 127.09615384615384)"
TKAAAA,"(37.36778846153847, 127.07692307692308)","(37.38461538461539, 127.09615384615384)"
TKAABD,"(37.35096153846154, 127.13461538461539)","(37.36778846153847, 127.15384615384616)"
TKADCA,"(37.26682692307692, 127.15384615384616)","(37.28365384615385, 127.17307692307693)"
TKADDC,"(37.25, 127.1923076923077)","(37.26682692307692, 127.21153846153845)"
TKADDD,"(37.25, 127.21153846153845)","(37.26682692307692, 127.23076923076923)"
TKADBA,"(37.300480769230774, 127.1923076923077)","(37.31730769230769, 127.21153846153845)"
TKABCC,"(37.31730769230769, 127.15384615384616)","(37.33413461538461, 127.17307692307693)"
TKABCA,"(37.33413461538461, 127.15384615384616)","(37.35096153846154, 127.17307692307693)"
TKABCD,"(37.31730769230769, 127.17307692307693)","(37.33413461538461, 127.1923076923077)"
TKABDC,"(37.31730769230769, 127.1923076923077)","(37.33413461538461, 127.21153846153845)"
TKABBC,"(37.35096153846154, 127.1923076923077)","(37.36778846153847, 127.21153846153845)"
TKABBA,"(37.36778846153847, 127.1923076923077)","(37.38461538461539, 127.21153846153845)"
TKABBB,"(37.36778846153847, 127.21153846153845)","(37.38461538461539, 127.23076923076923)"
TKBACC,"(37.31730769230769, 127.23076923076923)","(37.33413461538461, 127.25)"
TKBACD,"(37.31730769230769, 127.25)","(37.33413461538461, 127.26923076923077)"
TKBAAD,"(37.35096153846154, 127.25)","(37.36778846153847, 127.26923076923077)"
TKBAAB,"(37.36778846153847, 127.25)","(37.38461538461539, 127.26923076923077)"
TKBABC,"(37.35096153846154, 127.26923076923077)","(37.36778846153847, 127.28846153846155)"
TKBDAC,"(37.28365384615385, 127.3076923076923)","(37.300480769230774, 127.32692307692307)"
TKBDAA,"(37.300480769230774, 127.3076923076923)","(37.31730769230769, 127.32692307692307)"
TKBDAD,"(37.28365384615385, 127.32692307692307)","(37.300480769230774, 127.34615384615384)"
TKBDBB,"(37.300480769230774, 127.36538461538461)","(37.31730769230769, 127.38461538461539)"
TKBBCC,"(37.31730769230769, 127.3076923076923)","(37.33413461538461, 127.32692307692307)"
TKBBAD,"(37.35096153846154, 127.32692307692307)","(37.36778846153847, 127.34615384615384)"
TLACCD,"(37.25, 127.40384615384616)","(37.26682692307692, 127.42307692307693)"
TLAACD,"(37.31730769230769, 127.40384615384616)","(37.33413461538461, 127.42307692307693)"
TLAACB,"(37.33413461538461, 127.40384615384616)","(37.35096153846154, 127.42307692307693)"
TLAAAD,"(37.35096153846154, 127.40384615384616)","(37.36778846153847, 127.42307692307693)"
TLAABC,"(37.35096153846154, 127.42307692307693)","(37.36778846153847, 127.44230769230771)"
TLAABD,"(37.35096153846154, 127.44230769230771)","(37.36778846153847, 127.46153846153847)"
TLABAC,"(37.35096153846154, 127.46153846153847)","(37.36778846153847, 127.48076923076923)"
TLABAD,"(37.35096153846154, 127.48076923076923)","(37.36778846153847, 127.5)"
TLABBC,"(37.35096153846154, 127.5)","(37.36778846153847, 127.51923076923077)"
TLABBD,"(37.35096153846154, 127.51923076923077)","(37.36778846153847, 127.53846153846155)"
TLBAAC,"(37.35096153846154, 127.53846153846155)","(37.36778846153847, 127.55769230769232)"
TLBAAD,"(37.35096153846154, 127.55769230769232)","(37.36778846153847, 127.57692307692308)"
TLBABC,"(37.35096153846154, 127.57692307692308)","(37.36778846153847, 127.59615384615384)"
TLBABD,"(37.35096153846154, 127.59615384615384)","(37.36778846153847, 127.61538461538461)"
TMBADC,"(37.31730769230769, 127.88461538461539)","(37.33413461538461, 127.90384615384616)"
TMBADA,"(37.33413461538461, 127.88461538461539)","(37.35096153846154, 127.90384615384616)"
TMBABB,"(37.36778846153847, 127.90384615384616)","(37.38461538461539, 127.92307692307692)"
TMBDAC,"(37.28365384615385, 127.92307692307692)","(37.300480769230774, 127.94230769230768)"
TMBDAA,"(37.300480769230774, 127.92307692307692)","(37.31730769230769, 127.94230769230768)"
TMBDAD,"(37.28365384615385, 127.94230769230768)","(37.300480769230774, 127.96153846153845)"
TMBDDC,"(37.25, 127.96153846153845)","(37.26682692307692, 127.98076923076923)"
TMBDDA,"(37.26682692307692, 127.96153846153845)","(37.28365384615385, 127.98076923076923)"
TMBDDD,"(37.25, 127.98076923076923)","(37.26682692307692, 128.0)"
TMBDBB,"(37.300480769230774, 127.98076923076923)","(37.31730769230769, 128.0)"
TMBBCA,"(37.33413461538461, 127.92307692307692)","(37.35096153846154, 127.94230769230768)"
TMBBCB,"(37.33413461538461, 127.94230769230768)","(37.35096153846154, 127.96153846153845)"
TNCABC,"(37.21634615384615, 128.03846153846155)","(37.23317307692308, 128.05769230769232)"
TNCABD,"(37.21634615384615, 128.05769230769232)","(37.23317307692308, 128.0769230769231)"
TNCDDC,"(37.11538461538461, 128.11538461538464)","(37.13221153846153, 128.13461538461542)"
TNCDDA,"(37.13221153846153, 128.11538461538464)","(37.14903846153846, 128.13461538461542)"
TNCDBB,"(37.16586538461539, 128.13461538461542)","(37.18269230769231, 128.15384615384616)"
TNCBCC,"(37.18269230769231, 128.0769230769231)","(37.199519230769226, 128.09615384615387)"
TNCBCD,"(37.18269230769231, 128.09615384615387)","(37.199519230769226, 128.11538461538464)"
TNCBAD,"(37.21634615384615, 128.09615384615387)","(37.23317307692308, 128.11538461538464)"
TNCBAB,"(37.23317307692308, 128.09615384615387)","(37.25, 128.11538461538464)"
TNCBDD,"(37.18269230769231, 128.13461538461542)","(37.199519230769226, 128.15384615384616)"
TNCBDB,"(37.199519230769226, 128.13461538461542)","(37.21634615384615, 128.15384615384616)"
TNACCB,"(37.26682692307692, 128.01923076923077)","(37.28365384615385, 128.03846153846155)"
TNACDA,"(37.26682692307692, 128.03846153846155)","(37.28365384615385, 128.05769230769232)"
TNACDD,"(37.25, 128.05769230769232)","(37.26682692307692, 128.0769230769231)"
TNACDB,"(37.26682692307692, 128.05769230769232)","(37.28365384615385, 128.0769230769231)"
UIDDDD,"(37.38461538461539, 126.75)","(37.40144230769231, 126.76923076923077)"
UIDDDB,"(37.40144230769231, 126.75)","(37.41826923076923, 126.76923076923077)"
UIDDBD,"(37.41826923076923, 126.75)","(37.43509615384616, 126.76923076923077)"
UIDDBB,"(37.43509615384616, 126.75)","(37.45192307692308, 126.76923076923077)"
UIDBBD,"(37.48557692307693, 126.75)","(37.502403846153854, 126.76923076923077)"
UIBABC,"(37.62019230769231, 126.65384615384616)","(37.637019230769226, 126.67307692307693)"
UIBABA,"(37.637019230769226, 126.65384615384616)","(37.65384615384615, 126.67307692307693)"
UIBDDC,"(37.519230769230774, 126.73076923076923)","(37.53605769230769, 126.75)"
UIBDBC,"(37.55288461538462, 126.73076923076923)","(37.56971153846155, 126.75)"
UIBDBA,"(37.56971153846155, 126.73076923076923)","(37.58653846153847, 126.75)"
UIBDBB,"(37.56971153846155, 126.75)","(37.58653846153847, 126.76923076923077)"
UIBBDC,"(37.58653846153847, 126.73076923076923)","(37.60336538461539, 126.75)"
UIBBDA,"(37.60336538461539, 126.73076923076923)","(37.62019230769231, 126.75)"
UIBBDD,"(37.58653846153847, 126.75)","(37.60336538461539, 126.76923076923077)"
UJCCBC,"(37.41826923076923, 126.80769230769232)","(37.43509615384616, 126.8269230769231)"
UJCCBA,"(37.43509615384616, 126.80769230769232)","(37.45192307692308, 126.8269230769231)"
UJCCBB,"(37.43509615384616, 126.8269230769231)","(37.45192307692308, 126.84615384615385)"
UJCDCC,"(37.38461538461539, 126.84615384615385)","(37.40144230769231, 126.86538461538461)"
UJCDCD,"(37.38461538461539, 126.86538461538461)","(37.40144230769231, 126.88461538461539)"
UJCDAA,"(37.43509615384616, 126.84615384615385)","(37.45192307692308, 126.86538461538461)"
UJCDAB,"(37.43509615384616, 126.86538461538461)","(37.45192307692308, 126.88461538461539)"
UJCDDC,"(37.38461538461539, 126.88461538461539)","(37.40144230769231, 126.90384615384616)"
UJCDDD,"(37.38461538461539, 126.90384615384616)","(37.40144230769231, 126.92307692307693)"
UJCDDB,"(37.40144230769231, 126.90384615384616)","(37.41826923076923, 126.92307692307693)"
UJCDBA,"(37.43509615384616, 126.88461538461539)","(37.45192307692308, 126.90384615384616)"
UJCDBB,"(37.43509615384616, 126.90384615384616)","(37.45192307692308, 126.92307692307693)"
UJACAD,"(37.55288461538462, 126.78846153846155)","(37.56971153846155, 126.80769230769232)"
UJACBC,"(37.55288461538462, 126.80769230769232)","(37.56971153846155, 126.8269230769231)"
UJACBA,"(37.56971153846155, 126.80769230769232)","(37.58653846153847, 126.8269230769231)"
UJACBD,"(37.55288461538462, 126.8269230769231)","(37.56971153846155, 126.84615384615385)"
UJAAAA,"(37.637019230769226, 126.76923076923077)","(37.65384615384615, 126.78846153846155)"
UJAADB,"(37.60336538461539, 126.8269230769231)","(37.62019230769231, 126.84615384615385)"
UJAABD,"(37.62019230769231, 126.8269230769231)","(37.637019230769226, 126.84615384615385)"
UJAABB,"(37.637019230769226, 126.8269230769231)","(37.65384615384615, 126.84615384615385)"
UJADAC,"(37.55288461538462, 126.84615384615385)","(37.56971153846155, 126.86538461538461)"
UJADDC,"(37.519230769230774, 126.88461538461539)","(37.53605769230769, 126.90384615384616)"
UJADDD,"(37.519230769230774, 126.90384615384616)","(37.53605769230769, 126.92307692307693)"
UJADBA,"(37.56971153846155, 126.88461538461539)","(37.58653846153847, 126.90384615384616)"
UJADBD,"(37.55288461538462, 126.90384615384616)","(37.56971153846155, 126.92307692307693)"
UJADBB,"(37.56971153846155, 126.90384615384616)","(37.58653846153847, 126.92307692307693)"
UJDCDC,"(37.38461538461539, 126.96153846153847)","(37.40144230769231, 126.98076923076923)"
UJDCBC,"(37.41826923076923, 126.96153846153847)","(37.43509615384616, 126.98076923076923)"
UJDCBA,"(37.43509615384616, 126.96153846153847)","(37.45192307692308, 126.98076923076923)"
UJDABC,"(37.48557692307693, 126.96153846153847)","(37.502403846153854, 126.98076923076923)"
UJDABD,"(37.48557692307693, 126.98076923076923)","(37.502403846153854, 127.0)"
UJDDCB,"(37.40144230769231, 127.01923076923077)","(37.41826923076923, 127.03846153846155)"
UJDDAD,"(37.41826923076923, 127.01923076923077)","(37.43509615384616, 127.03846153846155)"
UJDDAB,"(37.43509615384616, 127.01923076923077)","(37.45192307692308, 127.03846153846155)"
UJDDDA,"(37.40144230769231, 127.03846153846155)","(37.41826923076923, 127.05769230769232)"
UJDDDB,"(37.40144230769231, 127.05769230769232)","(37.41826923076923, 127.07692307692308)"
UJDDBC,"(37.41826923076923, 127.03846153846155)","(37.43509615384616, 127.05769230769232)"
UJDBCC,"(37.45192307692308, 127.0)","(37.46875, 127.01923076923077)"
UJDBCA,"(37.46875, 127.0)","(37.48557692307693, 127.01923076923077)"
UJDBAB,"(37.502403846153854, 127.01923076923077)","(37.519230769230774, 127.03846153846155)"
UJDBDA,"(37.46875, 127.03846153846155)","(37.48557692307693, 127.05769230769232)"
UJDBDD,"(37.45192307692308, 127.05769230769232)","(37.46875, 127.07692307692308)"
UJDBDB,"(37.46875, 127.05769230769232)","(37.48557692307693, 127.07692307692308)"
UJDBBC,"(37.48557692307693, 127.03846153846155)","(37.502403846153854, 127.05769230769232)"
UJBCCC,"(37.519230769230774, 126.92307692307693)","(37.53605769230769, 126.94230769230771)"
UJBCDA,"(37.53605769230769, 126.96153846153847)","(37.55288461538462, 126.98076923076923)"
UJBCDB,"(37.53605769230769, 126.98076923076923)","(37.55288461538462, 127.0)"
UJBACC,"(37.58653846153847, 126.92307692307693)","(37.60336538461539, 126.94230769230771)"
UJBACA,"(37.60336538461539, 126.92307692307693)","(37.62019230769231, 126.94230769230771)"
UJBACB,"(37.60336538461539, 126.94230769230771)","(37.62019230769231, 126.96153846153847)"
UJBDCD,"(37.519230769230774, 127.01923076923077)","(37.53605769230769, 127.03846153846155)"
UJBBAC,"(37.62019230769231, 127.0)","(37.637019230769226, 127.01923076923077)"
UJBBAA,"(37.637019230769226, 127.0)","(37.65384615384615, 127.01923076923077)"
UJBBDA,"(37.60336538461539, 127.03846153846155)","(37.62019230769231, 127.05769230769232)"
UJBBBC,"(37.62019230769231, 127.03846153846155)","(37.637019230769226, 127.05769230769232)"
UKCCAA,"(37.43509615384616, 127.07692307692308)","(37.45192307692308, 127.09615384615384)"
UKCACC,"(37.45192307692308, 127.07692307692308)","(37.46875, 127.09615384615384)"
UKCACA,"(37.46875, 127.07692307692308)","(37.48557692307693, 127.09615384615384)"
UKCABC,"(37.48557692307693, 127.11538461538461)","(37.502403846153854, 127.13461538461539)"
UKCABA,"(37.502403846153854, 127.11538461538461)","(37.519230769230774, 127.13461538461539)"
UKCDCC,"(37.38461538461539, 127.15384615384616)","(37.40144230769231, 127.17307692307693)"
UKCDCD,"(37.38461538461539, 127.17307692307693)","(37.40144230769231, 127.1923076923077)"
UKCDDC,"(37.38461538461539, 127.1923076923077)","(37.40144230769231, 127.21153846153845)"
UKCDBA,"(37.43509615384616, 127.1923076923077)","(37.45192307692308, 127.21153846153845)"
UKCBCA,"(37.46875, 127.15384615384616)","(37.48557692307693, 127.17307692307693)"
UKCBCB,"(37.46875, 127.17307692307693)","(37.48557692307693, 127.1923076923077)"
UKCBAD,"(37.48557692307693, 127.17307692307693)","(37.502403846153854, 127.1923076923077)"
UKACAD,"(37.55288461538462, 127.09615384615384)","(37.56971153846155, 127.11538461538461)"
UKACAB,"(37.56971153846155, 127.09615384615384)","(37.58653846153847, 127.11538461538461)"
UKACDA,"(37.53605769230769, 127.11538461538461)","(37.55288461538462, 127.13461538461539)"
UKACBB,"(37.56971153846155, 127.13461538461539)","(37.58653846153847, 127.15384615384616)"
UKAACD,"(37.58653846153847, 127.09615384615384)","(37.60336538461539, 127.11538461538461)"
UKAACB,"(37.60336538461539, 127.09615384615384)","(37.62019230769231, 127.11538461538461)"
UKAADC,"(37.58653846153847, 127.11538461538461)","(37.60336538461539, 127.13461538461539)"
UKAADA,"(37.60336538461539, 127.11538461538461)","(37.62019230769231, 127.13461538461539)"
UKAABB,"(37.637019230769226, 127.13461538461539)","(37.65384615384615, 127.15384615384616)"
UKADDA,"(37.53605769230769, 127.1923076923077)","(37.55288461538462, 127.21153846153845)"
UKADDD,"(37.519230769230774, 127.21153846153845)","(37.53605769230769, 127.23076923076923)"
UKADDB,"(37.53605769230769, 127.21153846153845)","(37.55288461538462, 127.23076923076923)"
UKADBC,"(37.55288461538462, 127.1923076923077)","(37.56971153846155, 127.21153846153845)"
UKADBD,"(37.55288461538462, 127.21153846153845)","(37.56971153846155, 127.23076923076923)"
UKADBB,"(37.56971153846155, 127.21153846153845)","(37.58653846153847, 127.23076923076923)"
UKABCA,"(37.60336538461539, 127.15384615384616)","(37.62019230769231, 127.17307692307693)"
UKABCD,"(37.58653846153847, 127.17307692307693)","(37.60336538461539, 127.1923076923077)"
UKABCB,"(37.60336538461539, 127.17307692307693)","(37.62019230769231, 127.1923076923077)"
UKABDA,"(37.60336538461539, 127.1923076923077)","(37.62019230769231, 127.21153846153845)"
UKABDB,"(37.60336538461539, 127.21153846153845)","(37.62019230769231, 127.23076923076923)"
UKDCCB,"(37.40144230769231, 127.25)","(37.41826923076923, 127.26923076923077)"
UKDCAA,"(37.43509615384616, 127.23076923076923)","(37.45192307692308, 127.25)"
UKBACA,"(37.60336538461539, 127.23076923076923)","(37.62019230769231, 127.25)"
UKBADC,"(37.58653846153847, 127.26923076923077)","(37.60336538461539, 127.28846153846155)"
UKBADD,"(37.58653846153847, 127.28846153846155)","(37.60336538461539, 127.3076923076923)"
UKBADB,"(37.60336538461539, 127.28846153846155)","(37.62019230769231, 127.3076923076923)"
UKBABA,"(37.637019230769226, 127.26923076923077)","(37.65384615384615, 127.28846153846155)"
UKBBAD,"(37.62019230769231, 127.32692307692307)","(37.637019230769226, 127.34615384615384)"
ULDCCC,"(37.38461538461539, 127.53846153846155)","(37.40144230769231, 127.55769230769232)"
ULDCCA,"(37.40144230769231, 127.53846153846155)","(37.41826923076923, 127.55769230769232)"
ULDCCB,"(37.40144230769231, 127.55769230769232)","(37.41826923076923, 127.57692307692308)"
ULDCDA,"(37.40144230769231, 127.57692307692308)","(37.41826923076923, 127.59615384615384)"
ULDCDB,"(37.40144230769231, 127.59615384615384)","(37.41826923076923, 127.61538461538461)"
ULDDCA,"(37.40144230769231, 127.61538461538461)","(37.41826923076923, 127.63461538461539)"
ULDDCB,"(37.40144230769231, 127.63461538461539)","(37.41826923076923, 127.65384615384616)"
ULDDDB,"(37.40144230769231, 127.67307692307693)","(37.41826923076923, 127.6923076923077)"
UMCCCB,"(37.40144230769231, 127.71153846153845)","(37.41826923076923, 127.73076923076923)"
UMCCDA,"(37.40144230769231, 127.73076923076923)","(37.41826923076923, 127.75)"
UMCCDB,"(37.40144230769231, 127.75)","(37.41826923076923, 127.76923076923077)"
UMCDDA,"(37.40144230769231, 127.8076923076923)","(37.41826923076923, 127.82692307692307)"
UMCDDB,"(37.40144230769231, 127.82692307692307)","(37.41826923076923, 127.84615384615384)"
UMDCCA,"(37.40144230769231, 127.84615384615384)","(37.41826923076923, 127.86538461538461)"
UMDCCB,"(37.40144230769231, 127.86538461538461)","(37.41826923076923, 127.88461538461539)"
UMDCDA,"(37.40144230769231, 127.88461538461539)","(37.41826923076923, 127.90384615384616)"
UMDCDB,"(37.40144230769231, 127.90384615384616)","(37.41826923076923, 127.92307692307692)"
UMDDDC,"(37.38461538461539, 127.96153846153845)","(37.40144230769231, 127.98076923076923)"
UMDDDD,"(37.38461538461539, 127.98076923076923)","(37.40144230769231, 128.0)"
UNCCCC,"(37.38461538461539, 128.0)","(37.40144230769231, 128.01923076923077)"
UNCCCD,"(37.38461538461539, 128.01923076923077)","(37.40144230769231, 128.03846153846155)"
UNCCCB,"(37.40144230769231, 128.01923076923077)","(37.41826923076923, 128.03846153846155)"
UNCCAD,"(37.41826923076923, 128.01923076923077)","(37.43509615384616, 128.03846153846155)"
UNCCBC,"(37.41826923076923, 128.03846153846155)","(37.43509615384616, 128.05769230769232)"
UNCCBD,"(37.41826923076923, 128.05769230769232)","(37.43509615384616, 128.0769230769231)"
UNCDAC,"(37.41826923076923, 128.0769230769231)","(37.43509615384616, 128.09615384615387)"
UNCDAD,"(37.41826923076923, 128.09615384615387)","(37.43509615384616, 128.11538461538464)"
UNCBCC,"(37.45192307692308, 128.0769230769231)","(37.46875, 128.09615384615387)"
UNCBCA,"(37.46875, 128.0769230769231)","(37.48557692307693, 128.09615384615387)"
UNDACC,"(37.45192307692308, 128.15384615384616)","(37.46875, 128.1730769230769)"
UNDACD,"(37.45192307692308, 128.1730769230769)","(37.46875, 128.19230769230768)"
UNDAAC,"(37.48557692307693, 128.15384615384616)","(37.502403846153854, 128.1730769230769)"
UNDAAA,"(37.502403846153854, 128.15384615384616)","(37.519230769230774, 128.1730769230769)"
UNDAAB,"(37.502403846153854, 128.1730769230769)","(37.519230769230774, 128.19230769230768)"
UNDABA,"(37.502403846153854, 128.19230769230768)","(37.519230769230774, 128.21153846153845)"
UNDABB,"(37.502403846153854, 128.21153846153845)","(37.519230769230774, 128.23076923076923)"
UNDBAD,"(37.48557692307693, 128.25)","(37.502403846153854, 128.26923076923077)"
UNBDCC,"(37.519230769230774, 128.23076923076923)","(37.53605769230769, 128.25)"
UNBDCA,"(37.53605769230769, 128.23076923076923)","(37.55288461538462, 128.25)"
UNBDCB,"(37.53605769230769, 128.25)","(37.55288461538462, 128.26923076923077)"
UNBDDA,"(37.53605769230769, 128.26923076923077)","(37.55288461538462, 128.28846153846155)"
UNBDDB,"(37.53605769230769, 128.28846153846155)","(37.55288461538462, 128.30769230769232)"
UOCBBC,"(37.48557692307693, 128.4230769230769)","(37.502403846153854, 128.44230769230768)"
UOCBBA,"(37.502403846153854, 128.4230769230769)","(37.519230769230774, 128.44230769230768)"
UOACCC,"(37.519230769230774, 128.30769230769232)","(37.53605769230769, 128.3269230769231)"
UOACCD,"(37.519230769230774, 128.3269230769231)","(37.53605769230769, 128.34615384615387)"
UOACCB,"(37.53605769230769, 128.3269230769231)","(37.55288461538462, 128.34615384615387)"
UOACAA,"(37.56971153846155, 128.30769230769232)","(37.58653846153847, 128.3269230769231)"
UOACAB,"(37.56971153846155, 128.3269230769231)","(37.58653846153847, 128.34615384615387)"
UOACBA,"(37.56971153846155, 128.34615384615387)","(37.58653846153847, 128.36538461538464)"
UOACBB,"(37.56971153846155, 128.36538461538464)","(37.58653846153847, 128.3846153846154)"
UOADAC,"(37.55288461538462, 128.3846153846154)","(37.56971153846155, 128.40384615384613)"
UOADAD,"(37.55288461538462, 128.40384615384613)","(37.56971153846155, 128.4230769230769)"
UOADDC,"(37.519230769230774, 128.4230769230769)","(37.53605769230769, 128.44230769230768)"
UOADDA,"(37.53605769230769, 128.4230769230769)","(37.55288461538462, 128.44230769230768)"
UOADBD,"(37.55288461538462, 128.44230769230768)","(37.56971153846155, 128.46153846153845)"
UOADBB,"(37.56971153846155, 128.44230769230768)","(37.58653846153847, 128.46153846153845)"
UOABCC,"(37.58653846153847, 128.3846153846154)","(37.60336538461539, 128.40384615384613)"
UOABCA,"(37.60336538461539, 128.3846153846154)","(37.62019230769231, 128.40384615384613)"
UOABCB,"(37.60336538461539, 128.40384615384613)","(37.62019230769231, 128.4230769230769)"
UOABDD,"(37.58653846153847, 128.44230769230768)","(37.60336538461539, 128.46153846153845)"
UOBACC,"(37.58653846153847, 128.46153846153845)","(37.60336538461539, 128.48076923076923)"
UOBACD,"(37.58653846153847, 128.48076923076923)","(37.60336538461539, 128.5)"
UOBACB,"(37.60336538461539, 128.48076923076923)","(37.62019230769231, 128.5)"
UOBAAA,"(37.637019230769226, 128.46153846153845)","(37.65384615384615, 128.48076923076923)"
UOBABC,"(37.62019230769231, 128.5)","(37.637019230769226, 128.51923076923077)"
UOBABD,"(37.62019230769231, 128.51923076923077)","(37.637019230769226, 128.53846153846155)"
UOBBAC,"(37.62019230769231, 128.53846153846155)","(37.637019230769226, 128.55769230769232)"
UOBBAD,"(37.62019230769231, 128.55769230769232)","(37.637019230769226, 128.5769230769231)"
UOBBBC,"(37.62019230769231, 128.5769230769231)","(37.637019230769226, 128.59615384615387)"
UOBBBD,"(37.62019230769231, 128.59615384615387)","(37.637019230769226, 128.6153846153846)"
UPAAAC,"(37.62019230769231, 128.6153846153846)","(37.637019230769226, 128.63461538461536)"
UPAAAD,"(37.62019230769231, 128.63461538461536)","(37.637019230769226, 128.65384615384613)"
UPAABC,"(37.62019230769231, 128.65384615384613)","(37.637019230769226, 128.6730769230769)"
UPAABD,"(37.62019230769231, 128.6730769230769)","(37.637019230769226, 128.69230769230768)"
UPABAC,"(37.62019230769231, 128.69230769230768)","(37.637019230769226, 128.71153846153845)"
UPABAD,"(37.62019230769231, 128.71153846153845)","(37.637019230769226, 128.73076923076923)"
UPABAB,"(37.637019230769226, 128.71153846153845)","(37.65384615384615, 128.73076923076923)"
VIDCDA,"(37.67067307692308, 126.65384615384616)","(37.6875, 126.67307692307693)"
VIDCDD,"(37.65384615384615, 126.67307692307693)","(37.67067307692308, 126.6923076923077)"
VIDCDB,"(37.67067307692308, 126.67307692307693)","(37.6875, 126.6923076923077)"
VIDDCC,"(37.65384615384615, 126.6923076923077)","(37.67067307692308, 126.71153846153845)"
VIDDCA,"(37.67067307692308, 126.6923076923077)","(37.6875, 126.71153846153845)"
VIDDCB,"(37.67067307692308, 126.71153846153845)","(37.6875, 126.73076923076923)"
VIDDDD,"(37.65384615384615, 126.75)","(37.67067307692308, 126.76923076923077)"
VIDDDB,"(37.67067307692308, 126.75)","(37.6875, 126.76923076923077)"
VJCCDA,"(37.67067307692308, 126.80769230769232)","(37.6875, 126.8269230769231)"
VJCCDB,"(37.67067307692308, 126.8269230769231)","(37.6875, 126.84615384615385)"
VJCDCA,"(37.67067307692308, 126.84615384615385)","(37.6875, 126.86538461538461)"
VJCDDC,"(37.65384615384615, 126.88461538461539)","(37.67067307692308, 126.90384615384616)"
VJCDDD,"(37.65384615384615, 126.90384615384616)","(37.67067307692308, 126.92307692307693)"
VJCDBC,"(37.6875, 126.88461538461539)","(37.70432692307692, 126.90384615384616)"
VJCDBD,"(37.6875, 126.90384615384616)","(37.70432692307692, 126.92307692307693)"
VJCBCC,"(37.72115384615384, 126.84615384615385)","(37.73798076923076, 126.86538461538461)"
VJCBAD,"(37.754807692307686, 126.86538461538461)","(37.77163461538461, 126.88461538461539)"
VJCBDA,"(37.73798076923076, 126.88461538461539)","(37.754807692307686, 126.90384615384616)"
VJCBBB,"(37.77163461538461, 126.90384615384616)","(37.78846153846153, 126.92307692307693)"
VJADCC,"(37.78846153846153, 126.84615384615385)","(37.80528846153845, 126.86538461538461)"
